17010375	T1	GENE	14	46	human N-Acetylglucosamine kinase
17010375	T2	CHEMICAL	69	88	N-Acetylglucosamine
17010375	T3	CHEMICAL	98	101	ADP
17010375	T4	CHEMICAL	102	109	glucose
17010375	T5	CHEMICAL	0	19	N-Acetylglucosamine
17010375	T6	CHEMICAL	21	27	GlcNAc
17010375	T7	CHEMICAL	59	72	carbohydrates
17010375	T8	CHEMICAL	34	40	GlcNAc
17010375	T9	CHEMICAL	57	63	GlcNAc
17010375	T10	CHEMICAL	111	114	UDP
17010375	T11	CHEMICAL	115	121	GlcNAc
17010375	T12	CHEMICAL	0	6	GlcNAc
17010375	T13	CHEMICAL	29	34	sugar
17010375	T14	GENE	42	47	Hsp70
17010375	T15	GENE	48	53	actin
17010375	T16	CHEMICAL	105	108	ATP
17010375	T17	CHEMICAL	231	232	N
17010375	T18	CHEMICAL	252	253	C
17010375	T19	GENE	53	72	human GlcNAc kinase
17010375	T20	CHEMICAL	94	100	GlcNAc
17010375	T21	CHEMICAL	131	134	ADP
17010375	T22	CHEMICAL	139	146	glucose
17010375	T23	CHEMICAL	19	25	GlcNAc
17010375	T24	CHEMICAL	50	56	GlcNAc
17010375	T25	CHEMICAL	75	81	GlcNAc
17010375	T26	CHEMICAL	17	32	N-acetyl methyl
17010375	T27	CHEMICAL	146	151	sugar
17010375	T28	GENE	159	164	Hsp70
17010375	T29	GENE	165	170	actin
17010375	T30	CHEMICAL	46	49	ADP
17010375	T31	CHEMICAL	50	57	glucose
17010375	T32	CHEMICAL	81	88	glucose
17010375	T33	CHEMICAL	161	167	GlcNAc
17010375	T34	CHEMICAL	83	89	GlcNAc
17010375	T35	GENE	186	212	phosphorylated in thrombin
17010375	T36	CHEMICAL	244	250	GlcNAc
17010375	T37	CHEMICAL	58	64	GlcNAc
17010375	T38	CHEMICAL	37	46	estrogens
17010375	T39	CHEMICAL	178	184	tastes
17010375	T40	CHEMICAL	288	293	sugar
17010375	T41	CHEMICAL	56	65	saccharin
17010375	T42	CHEMICAL	76	82	yogurt
17010375	T43	CHEMICAL	155	160	sugar
17010375	T44	CHEMICAL	90	99	estrogens
17010375	T45	CHEMICAL	238	244	yogurt
17010375	T46	CHEMICAL	162	171	saccharin
17010375	T47	CHEMICAL	194	201	glucose
17010375	T48	CHEMICAL	212	218	yogurt
17010375	T49	CHEMICAL	113	122	estrogens
17010375	T50	GENE	147	156	aromatase
17010375	T51	CHEMICAL	167	178	anastrozole
17010375	T52	CHEMICAL	196	205	saccharin
17010375	T53	CHEMICAL	216	222	yogurt
17010375	T54	CHEMICAL	288	295	glucose
17010375	T55	CHEMICAL	306	312	yogurt
17010375	T56	CHEMICAL	118	127	saccharin
17010375	T57	CHEMICAL	138	144	yogurt
17010375	T58	CHEMICAL	52	61	saccharin
17010375	T59	CHEMICAL	76	83	glucose
17010375	T60	CHEMICAL	94	100	yogurt
17010375	T61	CHEMICAL	112	123	anastrozole
17010375	T62	CHEMICAL	176	184	estrogen
17010375	T63	CHEMICAL	36	56	adamantane dipeptide
17010375	T64	GENE	91	95	EboV
17010375	T65	GENE	84	88	NPC1
17010375	T66	GENE	121	125	EboV
17010375	T67	GENE	24	28	NPC1
17010375	T68	GENE	42	76	human microsomal epoxide hydrolase
17010375	T69	GENE	78	83	EPHX1
17010375	T70	GENE	0	28	Microsomal epoxide hydrolase
17010375	T71	GENE	30	33	mEH
17010375	T72	GENE	35	40	EPHX1
17010375	T73	CHEMICAL	187	195	epoxides
17010375	T74	CHEMICAL	247	279	polycyclic aromatic hydrocarbons
17010375	T75	GENE	76	81	EPHX1
17010375	T76	GENE	146	151	EPHX1
17010375	T77	GENE	35	46	human EPHX1
17010375	T78	GENE	150	155	EPHX1
17010375	T79	GENE	137	141	AUGs
17010375	T80	CHEMICAL	183	197	17 amino acids
17010375	T81	GENE	293	298	EPHX1
17010375	T82	GENE	13	17	uORF
17010375	T83	GENE	66	70	uORF
17010375	T84	GENE	145	150	EPHX1
17010375	T85	GENE	136	139	Wnt
17010375	T86	GENE	140	149	β-catenin
17010375	T87	CHEMICAL	0	4	TCDD
17010375	T88	CHEMICAL	46	50	TCDD
17010375	T89	CHEMICAL	25	29	TCDD
17010375	T90	GENE	107	110	Wnt
17010375	T91	GENE	111	120	β-catenin
17010375	T92	GENE	91	100	β-catenin
17010375	T93	GENE	105	140	phospho-glycogen synthase kinase-3β
17010375	T94	CHEMICAL	162	166	TCDD
17010375	T95	CHEMICAL	66	70	TCDD
17010375	T96	GENE	42	51	β-catenin
17010375	T97	GENE	108	117	β-catenin
17010375	T98	GENE	129	138	caspase-3
17010375	T99	CHEMICAL	159	163	TCDD
17010375	T100	CHEMICAL	9	13	TCDD
17010375	T101	GENE	63	72	β-catenin
17010375	T102	CHEMICAL	33	49	lithium chloride
17010375	T103	GENE	53	59	GSK-3β
17010375	T104	CHEMICAL	106	110	TCDD
17010375	T105	GENE	114	123	β-catenin
17010375	T106	GENE	58	61	Wnt
17010375	T107	GENE	62	71	β-catenin
17010375	T108	CHEMICAL	120	124	TCDD
17010375	T109	CHEMICAL	0	9	Nobiletin
17010375	T110	GENE	41	44	ERK
17010375	T111	GENE	49	53	PI3K
17010375	T112	GENE	54	57	Akt
17010375	T113	GENE	0	24	Hepatocyte growth factor
17010375	T114	GENE	50	55	c-Met
17010375	T115	CHEMICAL	89	97	flavones
17010375	T116	CHEMICAL	108	116	apigenin
17010375	T117	CHEMICAL	118	126	tricetin
17010375	T118	CHEMICAL	128	138	tangeretin
17010375	T119	CHEMICAL	144	153	nobiletin
17010375	T120	GENE	161	166	c-Met
17010375	T121	CHEMICAL	12	21	nobiletin
17010375	T122	CHEMICAL	17	26	nobiletin
17010375	T123	CHEMICAL	13	22	nobiletin
17010375	T124	GENE	78	98	phosphorylated c-Met
17010375	T125	GENE	100	104	ERK2
17010375	T126	GENE	110	113	Akt
17010375	T127	GENE	123	144	phosphorylated JNK1/2
17010375	T128	GENE	149	152	p38
17010375	T129	CHEMICAL	6	15	nobiletin
17010375	T130	GENE	54	66	phospho-ERK2
17010375	T131	GENE	71	82	phospho-Akt
17010375	T132	GENE	86	90	ERK2
17010375	T133	GENE	94	97	Akt
17010375	T134	CHEMICAL	15	24	nobiletin
17010375	T135	GENE	86	89	ERK
17010375	T136	GENE	94	98	PI3K
17010375	T137	GENE	99	102	Akt
17010375	T138	GENE	0	44	Insulin-Like Growth Factor Binding Protein 2
17010375	T139	GENE	46	53	IGFBP-2
17010375	T140	CHEMICAL	136	144	Estrogen
17010375	T141	GENE	40	47	IGFBP-2
17010375	T142	GENE	82	89	IGFBP-2
17010375	T143	GENE	13	20	IGFBP-2
17010375	T144	GENE	10	17	IGFBP-2
17010375	T145	GENE	102	109	IGFBP-2
17010375	T146	GENE	10	17	IGFBP-2
17010375	T147	GENE	29	47	integrin receptors
17010375	T148	GENE	58	69	phosphatase
17010375	T149	CHEMICAL	74	80	tensin
17010375	T150	GENE	117	121	PTEN
17010375	T151	CHEMICAL	35	43	estrogen
17010375	T152	GENE	78	82	ER-α
17010375	T153	GENE	106	113	IGFBP-2
17010375	T154	GENE	8	15	IGFBP-2
17010375	T155	GENE	36	40	PTEN
17010375	T156	GENE	10	17	IGFBP-2
17010375	T157	GENE	51	57	IGF-II
17010375	T158	CHEMICAL	76	84	estrogen
17010375	T159	CHEMICAL	89	98	tamoxifen
17010375	T160	GENE	138	142	ER-α
17010375	T161	GENE	190	194	PTEN
17010375	T162	GENE	22	29	IGFBP-2
17010375	T163	GENE	40	44	ER-α
17010375	T164	GENE	119	137	integrin receptors
17010375	T165	GENE	17	24	IGFBP-2
17010375	T166	GENE	28	32	ER-α
17010375	T167	GENE	46	60	IGF-I receptor
17010375	T168	CHEMICAL	79	99	phosphatidylinositol
17010375	T169	GENE	18	25	IGFBP-2
23146838	T1	GENE	0	7	IGFBP-2
23146838	T2	GENE	55	59	PTEN
23146838	T3	GENE	95	99	ER-α
17010375	T170	GENE	46	59	α-glucosidase
17010375	T171	GENE	61	70	α-amylase
17010375	T172	CHEMICAL	93	103	flavonoids
17010375	T173	CHEMICAL	109	118	Cichorium
17010375	T174	GENE	84	91	amylase
17010375	T175	CHEMICAL	112	122	flavonoids
17010375	T176	CHEMICAL	124	127	TFs
17010375	T177	CHEMICAL	134	143	Cichorium
17010375	T178	CHEMICAL	50	53	TFs
17010375	T179	CHEMICAL	59	69	7.33±0.093
17010375	T180	GENE	83	95	154.33±11.38
17010375	T181	CHEMICAL	120	124	DPPH
17010375	T182	CHEMICAL	126	130	ABTS
17010375	T183	CHEMICAL	132	140	hydroxyl
17010375	T184	CHEMICAL	155	165	superoxide
17010375	T185	GENE	24	37	α-glucosidase
17010375	T186	GENE	42	51	α-amylase
17010375	T187	CHEMICAL	70	73	TFs
17010375	T188	CHEMICAL	35	38	TFs
17010375	T189	CHEMICAL	97	112	malondialdehyde
17010375	T190	CHEMICAL	124	134	superoxide
17010375	T191	CHEMICAL	149	160	glutathione
17010375	T192	GENE	215	223	catalase
17010375	T193	CHEMICAL	228	239	glutathione
17010375	T194	GENE	143	150	amylase
17010375	T195	GENE	0	15	Synaptotagmin 1
17010375	T196	CHEMICAL	42	54	Ca(2+) /H(+)
17010375	T197	CHEMICAL	15	27	Ca(2+) /H(+)
17010375	T198	GENE	0	15	Synaptotagmin-1
17010375	T199	CHEMICAL	82	88	Ca(2+)
17010375	T200	CHEMICAL	167	174	calcium
17010375	T201	GENE	21	36	synaptotagmin-1
17010375	T202	CHEMICAL	82	94	Ca(2+) /H(+)
17010375	T203	CHEMICAL	12	24	Ca(2+) /H(+)
17010375	T204	CHEMICAL	122	128	Ca(2+)
17010375	T205	CHEMICAL	187	198	bafilomycin
17010375	T206	CHEMICAL	209	216	calcium
17010375	T207	CHEMICAL	254	261	calcium
17010375	T208	CHEMICAL	51	63	Ca(2+) /H(+)
17010375	T209	GENE	145	160	synaptotagmin-1
17010375	T210	GENE	86	101	synaptotagmin-1
17010375	T211	CHEMICAL	153	165	Ca(2+) /H(+)
17010375	T212	GENE	62	77	synaptotagmin-1
17010375	T213	CHEMICAL	111	117	Ca(2+)
17010375	T214	CHEMICAL	142	153	Ca(2+) /H(+
17010375	T215	CHEMICAL	33	54	aryloxypropanolamines
17010375	T216	GENE	86	122	human 5-hydroxytryptamine1A receptor
17010375	T217	CHEMICAL	51	72	aryloxypropanolamines
17010375	T218	GENE	81	108	human 5-hydroxytryptamine1A
17010375	T219	GENE	110	116	5-HT1A
17010375	T220	CHEMICAL	0	20	R- and S-enantiomers
17010375	T221	CHEMICAL	24	35	propranolol
17010375	T222	CHEMICAL	37	47	penbutolol
17010375	T223	CHEMICAL	53	63	alprenolol
17010375	T224	GENE	111	123	human 5-HT1A
17010375	T225	CHEMICAL	14	29	aryloxypropanol
17010375	T226	GENE	52	58	5-HT1A
17010375	T227	CHEMICAL	115	121	valine
17010375	T228	CHEMICAL	38	49	propranolol
17010375	T229	CHEMICAL	83	99	oxypropanolamine
17010375	T230	GENE	174	180	5-HT1A
17010375	T231	CHEMICAL	9	17	hydroxyl
17010375	T232	CHEMICAL	32	38	oxygen
17010375	T233	CHEMICAL	52	63	oxypropanol
17010375	T234	GENE	116	122	5-HT1A
17010375	T235	CHEMICAL	4	12	hydroxyl
17010375	T236	CHEMICAL	22	33	propranolol
17010375	T237	GENE	67	73	Asn386
17010375	T238	CHEMICAL	10	16	oxygen
17010375	T239	CHEMICAL	57	78	aryloxypropanolamines
17010375	T240	GENE	94	104	rat 5-HT1A
23146838	T4	CHEMICAL	25	36	propranolol
23146838	T5	CHEMICAL	103	111	hydroxyl
23146838	T6	CHEMICAL	137	144	methoxy
23146838	T7	CHEMICAL	25	36	propranolol
23146838	T8	GENE	115	121	5-HT1A
23146838	T9	CHEMICAL	212	230	oxypropanol oxygen
23146838	T10	CHEMICAL	40	58	oxypropanol oxygen
23146838	T11	CHEMICAL	81	89	hydrogen
23146838	T12	CHEMICAL	114	117	NH2
17010375	T241	CHEMICAL	73	97	polychlorinated biphenyl
17010375	T242	CHEMICAL	28	39	lumiracoxib
17010375	T243	GENE	72	88	cyclooxygenase-2
17010375	T244	CHEMICAL	52	63	lumiracoxib
17010375	T245	GENE	73	89	cyclooxygenase-2
17010375	T246	GENE	91	96	COX-2
17010375	T247	CHEMICAL	0	11	Lumiracoxib
17010375	T248	GENE	31	36	COX-1
17010375	T249	GENE	41	46	COX-2
17010375	T250	CHEMICAL	20	31	lumiracoxib
17010375	T251	GENE	129	134	COX-1
17010375	T252	GENE	201	212	human COX-1
17010375	T253	CHEMICAL	48	59	lumiracoxib
17010375	T254	GENE	81	86	COX-2
17010375	T255	GENE	105	110	COX-1
17010375	T256	GENE	112	117	COX-1
17010375	T257	GENE	118	123	COX-2
17010375	T258	CHEMICAL	0	11	Lumiracoxib
23146838	T13	CHEMICAL	9	20	lumiracoxib
23146838	T14	CHEMICAL	45	61	thromboxane B(2)
23146838	T15	CHEMICAL	63	69	TxB(2)
23146838	T16	CHEMICAL	150	168	prostaglandin E(2)
23146838	T17	CHEMICAL	170	176	PGE(2)
23146838	T18	CHEMICAL	12	23	lumiracoxib
23146838	T19	CHEMICAL	119	129	diclofenac
23146838	T20	GENE	33	38	COX-1
23146838	T21	CHEMICAL	60	71	lumiracoxib
23146838	T22	CHEMICAL	167	177	diclofenac
23146838	T23	CHEMICAL	0	11	Lumiracoxib
23146838	T24	GENE	34	39	COX-2
23146838	T25	CHEMICAL	127	137	diclofenac
17010375	T259	CHEMICAL	11	21	zonisamide
17010375	T260	CHEMICAL	11	21	zonisamide
17010375	T261	CHEMICAL	23	26	ZNS
17010375	T262	CHEMICAL	45	53	dopamine
17010375	T263	CHEMICAL	55	57	DA
17010375	T264	CHEMICAL	74	100	3,4-dihydroxyphenylalanine
17010375	T265	CHEMICAL	102	106	DOPA
17010375	T266	CHEMICAL	125	155	3,4-dihydroxyphenylacetic acid
17010375	T267	CHEMICAL	157	162	DOPAC
17010375	T268	CHEMICAL	168	185	homovanillic acid
17010375	T269	CHEMICAL	187	190	HVA
17010375	T270	CHEMICAL	14	16	DA
17010375	T271	CHEMICAL	18	22	DOPA
17010375	T272	CHEMICAL	24	29	DOPAC
17010375	T273	CHEMICAL	34	37	HVA
17010375	T274	CHEMICAL	57	61	DOPA
17010375	T275	CHEMICAL	90	98	tyrosine
17010375	T276	CHEMICAL	196	205	monoamine
17010375	T277	GENE	215	218	MAO
17010375	T278	CHEMICAL	37	40	ZNS
17010375	T279	CHEMICAL	98	102	DOPA
17010375	T280	CHEMICAL	150	154	DOPA
17010375	T281	CHEMICAL	178	182	DOPA
17010375	T282	CHEMICAL	0	3	ZNS
17010375	T283	CHEMICAL	83	85	DA
17010375	T284	CHEMICAL	90	93	HVA
17010375	T285	CHEMICAL	125	130	DOPAC
17010375	T286	CHEMICAL	49	52	ZNS
17010375	T287	CHEMICAL	105	107	DA
